date,user_id,age,mood,anxiety,energy,burnout,journal_entry,sleep,refreshed_after_sleep,steps_taken,water_intake,caffeine_intake,work_hours,outfit_type,music_genre,music_volume,music_time,on_period_today,cycle_phase,symptoms_experienced,major_event_log
2025-05-17,user_086,51,2,2,5,Full-on burnout,,0.1,Kind of,5000–8000,<1L,3+ cups,8+ hrs,Athletic/Activewear,"Sad Pop, Other",Low (background),Morning,No,Luteal,Low energy,
2025-05-18,user_086,51,2,6,5,Not at all,,10.7,Kind of,8000+,<1L,None,<2 hrs,"Casual (jeans, tee)",Other,Loud,Morning,No,Luteal,Food craving,
2025-05-19,user_086,51,6,6,6,Full-on burnout,A bit tired.,6.5,Kind of,2000–5000,1–1.5L,3+ cups,<2 hrs,"Casual (jeans, tee)",None,Loud,Morning,No,Luteal,Food craving,
2025-05-20,user_086,51,3,7,3,Full-on burnout,,9.4,Kind of,<2000,1.5–2.5L,1 cup,<2 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,Luteal,Low energy,
2025-05-21,user_086,51,9,5,6,Not at all,,11.7,No,<2000,1.5–2.5L,3+ cups,5–8 hrs,"Casual (jeans, tee)",Carnatic,Medium,Morning,No,Luteal,Food craving,
2025-05-22,user_086,51,5,9,4,Full-on burnout,,4.6,Kind of,8000+,<1L,3+ cups,8+ hrs,"Casual (jeans, tee)",Western classical,Medium,Morning,No,Luteal,Low energy,
2025-05-23,user_086,51,2,9,7,Not at all,,5.9,Kind of,5000–8000,1.5–2.5L,None,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,Luteal,None,
2025-05-24,user_086,51,7,8,4,Full-on burnout,Relaxed evening.,4.5,Yes,<2000,<1L,1 cup,8+ hrs,"Casual (jeans, tee)",K-pop / J-pop,Low (background),Afternoon,Yes,Menstrual,Cramps,
2025-05-25,user_086,51,7,9,1,Mild tiredness,,7.6,No,2000–5000,1–1.5L,None,2–5 hrs,"Casual (jeans, tee)",None,Loud,Night,Yes,Menstrual,Cramps,
2025-05-26,user_086,51,6,10,8,Not at all,,9.0,No,<2000,1–1.5L,2 cups,2–5 hrs,"Casual (jeans, tee)",Western classical,Medium,Night,Yes,Menstrual,Cramps,
2025-05-27,user_086,51,1,3,8,Mild tiredness,,0.2,No,8000+,1–1.5L,2 cups,2–5 hrs,"Casual (jeans, tee)","Western classical, Bollywood",Medium,Afternoon,Yes,Menstrual,"Low energy, Food craving",
2025-05-28,user_086,51,9,10,7,Not at all,,4.6,Kind of,8000+,<1L,None,5–8 hrs,"Comfy (PJs, oversized)",None,Loud,Afternoon,Yes,Menstrual,Low energy,
2025-05-29,user_086,51,3,5,7,Not at all,Relaxed evening.,3.4,Yes,2000–5000,2.5L+,1 cup,2–5 hrs,Formal (workwear),"Other, Lofi",Medium,Night,Yes,Follicular,None,
2025-05-30,user_086,51,10,4,2,Full-on burnout,,8.9,Kind of,8000+,1–1.5L,3+ cups,2–5 hrs,Athletic/Activewear,Carnatic,Loud,Night,Yes,Follicular,None,Started new hobby
2025-05-31,user_086,51,2,1,4,Full-on burnout,,0.3,Yes,2000–5000,1–1.5L,3+ cups,8+ hrs,Formal (workwear),Western classical,Low (background),Morning,No,Follicular,None,
2025-06-01,user_086,51,5,8,5,Not at all,,7.4,No,<2000,1–1.5L,3+ cups,8+ hrs,Formal (workwear),Bollywood,Loud,Night,No,Follicular,None,
2025-06-02,user_086,51,6,6,1,Mild tiredness,,6.2,Kind of,8000+,1–1.5L,1 cup,8+ hrs,Athletic/Activewear,"EDM, Dance music",Medium,Afternoon,No,Follicular,None,
2025-06-03,user_086,51,7,3,1,Drained,,3.9,Kind of,2000–5000,1–1.5L,None,2–5 hrs,Formal (workwear),"Carnatic, Rock",Loud,Night,Not sure,Follicular,None,
2025-06-04,user_086,51,9,4,9,Not at all,,4.4,No,8000+,1–1.5L,1 cup,<2 hrs,"Comfy (PJs, oversized)",Western classical,Medium,Morning,No,Follicular,None,
2025-06-05,user_086,51,6,9,10,Drained,,9.1,Yes,5000–8000,2.5L+,1 cup,5–8 hrs,Formal (workwear),"Western classical, Bollywood",Low (background),Morning,No,Follicular,None,
2025-06-06,user_086,51,7,9,4,Mild tiredness,,8.5,Yes,5000–8000,1–1.5L,None,<2 hrs,Formal (workwear),Western classical,Medium,Afternoon,No,Follicular,None,
2025-06-07,user_086,51,2,2,5,Mild tiredness,,4.2,Kind of,8000+,2.5L+,3+ cups,5–8 hrs,Formal (workwear),Other,Low (background),Afternoon,No,Ovulation,None,
2025-06-08,user_086,51,1,2,4,Not at all,,8.7,Yes,8000+,1.5–2.5L,2 cups,2–5 hrs,Athletic/Activewear,"Western classical, Carnatic",Loud,Morning,No,Ovulation,None,
2025-06-09,user_086,51,5,5,5,Full-on burnout,,7.5,No,<2000,2.5L+,None,2–5 hrs,"Casual (jeans, tee)",Other,Loud,Morning,No,Luteal,None,
2025-06-10,user_086,51,9,5,8,Not at all,,5.2,Kind of,8000+,1–1.5L,None,2–5 hrs,Athletic/Activewear,None,Low (background),Night,No,Luteal,None,
2025-06-11,user_086,51,5,5,9,Mild tiredness,A bit tired.,1.0,No,2000–5000,1.5–2.5L,None,8+ hrs,"Casual (jeans, tee)",None,Loud,Morning,No,Luteal,Food craving,
2025-06-12,user_086,51,7,8,10,Mild tiredness,,0.2,Yes,5000–8000,<1L,None,<2 hrs,"Casual (jeans, tee)","Sad Pop, Rock",Loud,Night,No,Luteal,None,
2025-06-13,user_086,51,5,5,6,Full-on burnout,,1.2,No,<2000,2.5L+,3+ cups,2–5 hrs,Formal (workwear),None,Medium,Morning,No,Luteal,None,
2025-03-16,user_087,61,8,8,7,Mild tiredness,,9.7,No,5000–8000,<1L,None,2–5 hrs,"Comfy (PJs, oversized)",Other,Medium,Morning,No,No clue,None,
2025-03-17,user_087,61,7,1,3,Full-on burnout,Productive day at work.,2.7,No,<2000,2.5L+,2 cups,5–8 hrs,Formal (workwear),Happy Vibey pop,Low (background),Morning,No,No clue,None,
2025-03-18,user_087,61,3,5,1,Not at all,,0.9,No,8000+,<1L,1 cup,2–5 hrs,Formal (workwear),EDM,Medium,Morning,No,No clue,None,
2025-03-19,user_087,61,5,10,2,Drained,,9.0,Yes,5000–8000,2.5L+,3+ cups,2–5 hrs,"Casual (jeans, tee)",Carnatic,Medium,Night,No,No clue,None,
2025-03-20,user_087,61,1,7,7,Full-on burnout,,1.8,Yes,8000+,2.5L+,2 cups,5–8 hrs,Athletic/Activewear,K-pop / J-pop,Low (background),Afternoon,No,No clue,None,
2025-03-21,user_087,61,7,1,10,Drained,,7.1,Kind of,5000–8000,1–1.5L,3+ cups,<2 hrs,"Comfy (PJs, oversized)",None,Loud,Afternoon,No,No clue,None,
2025-03-22,user_087,61,10,10,2,Mild tiredness,A bit tired.,5.3,Yes,2000–5000,1.5–2.5L,2 cups,8+ hrs,"Casual (jeans, tee)",None,Loud,Afternoon,No,No clue,None,
2025-03-23,user_087,61,1,3,10,Mild tiredness,,11.0,Yes,<2000,2.5L+,2 cups,<2 hrs,"Casual (jeans, tee)",None,Medium,Morning,No,No clue,None,
2025-03-24,user_087,61,10,7,2,Not at all,,10.6,Yes,5000–8000,1.5–2.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)","Other, Bollywood",Low (background),Afternoon,No,No clue,None,Attended a social event
2025-03-25,user_087,61,1,3,7,Full-on burnout,Feeling well today.,11.7,Yes,<2000,2.5L+,None,8+ hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-03-26,user_087,61,5,7,9,Mild tiredness,,2.9,No,2000–5000,2.5L+,None,8+ hrs,"Casual (jeans, tee)",None,Loud,Night,No,No clue,None,
2025-03-27,user_087,61,10,4,6,Not at all,,7.9,Kind of,<2000,1–1.5L,3+ cups,8+ hrs,Athletic/Activewear,"Lofi, Sad Pop",Loud,Morning,No,No clue,None,Started new hobby
2025-03-28,user_087,61,6,4,4,Mild tiredness,,0.1,Kind of,5000–8000,2.5L+,None,<2 hrs,Athletic/Activewear,"Lofi, Bollywood",Low (background),Afternoon,No,No clue,None,
2025-03-29,user_087,61,4,9,3,Not at all,,6.0,Kind of,<2000,2.5L+,3+ cups,2–5 hrs,"Comfy (PJs, oversized)",Other,Low (background),Afternoon,No,No clue,None,
2025-03-30,user_087,61,3,4,4,Mild tiredness,,2.6,Kind of,2000–5000,2.5L+,3+ cups,5–8 hrs,Athletic/Activewear,"Dance music, K-pop / J-pop",Medium,Morning,No,No clue,None,
2025-03-31,user_087,61,3,9,4,Full-on burnout,,6.6,Kind of,5000–8000,<1L,2 cups,2–5 hrs,"Casual (jeans, tee)",Other,Medium,Morning,No,No clue,None,
2025-04-01,user_087,61,6,2,3,Drained,,6.2,Kind of,5000–8000,2.5L+,None,2–5 hrs,Athletic/Activewear,Western classical,Loud,Morning,No,No clue,None,
2025-04-02,user_087,61,4,2,10,Full-on burnout,,4.8,Kind of,<2000,1–1.5L,1 cup,2–5 hrs,"Casual (jeans, tee)","Dance music, K-pop / J-pop",Low (background),Night,No,No clue,None,
2025-04-03,user_087,61,10,2,7,Drained,,4.3,Kind of,5000–8000,<1L,3+ cups,5–8 hrs,"Casual (jeans, tee)",Bollywood,Loud,Night,No,No clue,None,
2025-04-04,user_087,61,2,9,1,Mild tiredness,,4.8,No,<2000,1.5–2.5L,2 cups,5–8 hrs,Formal (workwear),Dance music,Loud,Night,No,No clue,None,
2025-04-05,user_087,61,3,2,7,Not at all,Feeling well today.,0.8,No,8000+,<1L,3+ cups,<2 hrs,Formal (workwear),"Bollywood, Western classical",Medium,Afternoon,No,No clue,None,
2025-04-06,user_087,61,2,9,2,Drained,,8.4,Kind of,5000–8000,1.5–2.5L,3+ cups,<2 hrs,"Comfy (PJs, oversized)",Sad Pop,Low (background),Morning,No,No clue,None,
2025-04-07,user_087,61,10,9,2,Not at all,,9.8,No,5000–8000,2.5L+,1 cup,8+ hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-04-08,user_087,61,6,9,8,Full-on burnout,,2.7,No,<2000,2.5L+,1 cup,8+ hrs,"Casual (jeans, tee)",Lofi,Low (background),Morning,No,No clue,None,
2025-04-09,user_087,61,3,8,6,Full-on burnout,,8.5,Kind of,5000–8000,<1L,2 cups,2–5 hrs,"Comfy (PJs, oversized)",None,Low (background),Morning,No,No clue,None,
2025-04-10,user_087,61,4,5,1,Mild tiredness,,1.6,Yes,8000+,1–1.5L,2 cups,5–8 hrs,Formal (workwear),K-pop / J-pop,Medium,Night,No,No clue,None,
2025-04-11,user_087,61,7,7,7,Not at all,,9.1,No,<2000,1–1.5L,3+ cups,8+ hrs,"Comfy (PJs, oversized)","EDM, Sad Pop",Medium,Afternoon,No,No clue,None,
2025-04-12,user_087,61,8,6,4,Mild tiredness,,9.9,Yes,<2000,<1L,3+ cups,2–5 hrs,Formal (workwear),None,Medium,Afternoon,No,No clue,None,
2025-04-13,user_087,61,5,1,8,Mild tiredness,,3.1,No,5000–8000,2.5L+,1 cup,5–8 hrs,Formal (workwear),"Dance music, Lofi",Loud,Morning,No,No clue,None,
2025-04-14,user_087,61,8,5,9,Full-on burnout,,5.9,Yes,<2000,2.5L+,1 cup,8+ hrs,Formal (workwear),Happy Vibey pop,Medium,Night,No,No clue,None,
2025-04-15,user_087,61,7,4,6,Full-on burnout,,5.3,Yes,<2000,1.5–2.5L,1 cup,2–5 hrs,Formal (workwear),None,Low (background),Night,No,No clue,None,
2025-04-16,user_087,61,10,8,2,Full-on burnout,,2.3,Yes,8000+,1–1.5L,3+ cups,5–8 hrs,"Casual (jeans, tee)","Carnatic, Western classical",Loud,Night,No,No clue,None,
2025-04-17,user_087,61,2,6,1,Mild tiredness,,1.1,Kind of,5000–8000,1.5–2.5L,2 cups,2–5 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-04-18,user_087,61,3,8,6,Not at all,,11.0,Kind of,<2000,2.5L+,2 cups,8+ hrs,Athletic/Activewear,None,Loud,Night,No,No clue,None,
2025-04-19,user_087,61,2,1,2,Not at all,,9.5,Kind of,<2000,<1L,1 cup,<2 hrs,"Casual (jeans, tee)","Sad Pop, Bollywood",Low (background),Afternoon,No,No clue,None,
2025-04-20,user_087,61,3,4,9,Not at all,,6.0,No,5000–8000,1.5–2.5L,1 cup,<2 hrs,"Comfy (PJs, oversized)",K-pop / J-pop,Loud,Afternoon,No,No clue,None,
2025-04-21,user_087,61,5,3,7,Full-on burnout,,4.7,Kind of,<2000,<1L,1 cup,8+ hrs,Formal (workwear),Happy Vibey pop,Loud,Morning,No,No clue,None,Started new hobby
2025-04-22,user_087,61,1,4,3,Drained,Relaxed evening.,10.4,Kind of,2000–5000,<1L,2 cups,5–8 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-04-23,user_087,61,6,2,2,Full-on burnout,A bit tired.,2.5,No,5000–8000,<1L,1 cup,2–5 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-04-24,user_087,61,7,8,10,Not at all,,3.0,No,5000–8000,1.5–2.5L,2 cups,<2 hrs,Formal (workwear),None,Loud,Night,No,No clue,None,
2025-04-25,user_087,61,5,8,1,Not at all,Productive day at work.,6.0,Yes,2000–5000,1.5–2.5L,1 cup,5–8 hrs,"Comfy (PJs, oversized)","Rock, Western classical",Loud,Morning,No,No clue,None,Attended a social event
2025-04-26,user_087,61,5,7,6,Not at all,,1.5,Kind of,5000–8000,<1L,3+ cups,<2 hrs,Formal (workwear),Western classical,Loud,Morning,No,No clue,None,
2025-04-27,user_087,61,8,3,7,Drained,,5.0,Kind of,<2000,<1L,2 cups,<2 hrs,"Comfy (PJs, oversized)","Lofi, Carnatic",Low (background),Morning,No,No clue,None,
2025-04-28,user_087,61,9,9,2,Full-on burnout,,10.8,Yes,2000–5000,1.5–2.5L,1 cup,8+ hrs,"Casual (jeans, tee)","Carnatic, K-pop / J-pop",Medium,Morning,No,No clue,None,Felt sick
2025-04-29,user_087,61,2,9,7,Drained,,1.9,Kind of,8000+,<1L,None,5–8 hrs,Athletic/Activewear,Lofi,Low (background),Morning,No,No clue,None,None
2025-04-30,user_087,61,2,3,1,Full-on burnout,,9.4,Yes,<2000,1.5–2.5L,3+ cups,2–5 hrs,Athletic/Activewear,None,Loud,Afternoon,No,No clue,None,
2025-05-01,user_087,61,8,5,10,Drained,,5.7,Kind of,2000–5000,<1L,None,<2 hrs,Formal (workwear),Carnatic,Medium,Morning,No,No clue,None,
2025-05-02,user_087,61,8,2,5,Mild tiredness,,0.3,No,2000–5000,1–1.5L,1 cup,<2 hrs,Athletic/Activewear,"Dance music, Western classical",Medium,Afternoon,No,No clue,None,
2025-05-03,user_087,61,7,6,9,Drained,,4.5,Kind of,5000–8000,1.5–2.5L,None,8+ hrs,"Comfy (PJs, oversized)",Carnatic,Medium,Night,No,No clue,None,
2025-05-04,user_087,61,7,8,5,Mild tiredness,,8.5,Yes,5000–8000,<1L,2 cups,8+ hrs,Athletic/Activewear,"Dance music, EDM",Low (background),Night,No,No clue,None,Attended a social event
2025-05-05,user_087,61,7,8,9,Mild tiredness,Productive day at work.,5.4,Kind of,2000–5000,<1L,3+ cups,2–5 hrs,"Casual (jeans, tee)",None,Medium,Afternoon,No,No clue,None,
2025-05-06,user_087,61,10,1,2,Not at all,,0.7,No,<2000,2.5L+,1 cup,<2 hrs,"Casual (jeans, tee)",EDM,Low (background),Morning,No,No clue,None,
2025-05-07,user_087,61,3,4,5,Full-on burnout,,6.8,Yes,<2000,<1L,1 cup,<2 hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,
2025-05-08,user_087,61,6,5,1,Full-on burnout,A bit tired.,7.5,Yes,2000–5000,2.5L+,2 cups,<2 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-05-09,user_087,61,4,3,10,Mild tiredness,,0.6,Yes,8000+,1–1.5L,1 cup,5–8 hrs,"Comfy (PJs, oversized)",Other,Loud,Afternoon,No,No clue,None,
2025-05-10,user_087,61,1,3,5,Mild tiredness,,6.6,Kind of,<2000,2.5L+,None,<2 hrs,Athletic/Activewear,"Sad Pop, Lofi",Low (background),Afternoon,No,No clue,None,
2025-05-11,user_087,61,1,3,6,Full-on burnout,,1.4,Kind of,2000–5000,2.5L+,1 cup,<2 hrs,Formal (workwear),None,Low (background),Afternoon,No,No clue,None,
2025-05-12,user_087,61,9,10,7,Not at all,,10.3,Kind of,8000+,2.5L+,2 cups,8+ hrs,Formal (workwear),K-pop / J-pop,Loud,Afternoon,No,No clue,None,
2025-05-13,user_087,61,3,7,9,Drained,,1.7,No,2000–5000,<1L,2 cups,<2 hrs,Formal (workwear),K-pop / J-pop,Low (background),Afternoon,No,No clue,None,
2025-05-14,user_087,61,6,9,2,Mild tiredness,,8.5,Yes,2000–5000,2.5L+,2 cups,8+ hrs,Athletic/Activewear,K-pop / J-pop,Low (background),Night,No,No clue,None,
2025-05-15,user_087,61,3,10,5,Full-on burnout,,10.8,Yes,<2000,1.5–2.5L,None,<2 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-05-16,user_087,61,7,4,4,Not at all,A bit tired.,0.9,No,8000+,<1L,None,2–5 hrs,Athletic/Activewear,"Lofi, Happy Vibey pop",Loud,Morning,No,No clue,None,
2025-05-17,user_087,61,3,5,5,Not at all,,2.2,Yes,5000–8000,<1L,2 cups,5–8 hrs,"Casual (jeans, tee)","Western classical, Bollywood",Low (background),Afternoon,No,No clue,None,
2025-05-18,user_087,61,1,5,6,Drained,,2.3,No,<2000,2.5L+,2 cups,2–5 hrs,Formal (workwear),"Rock, Western classical",Low (background),Afternoon,No,No clue,None,
2025-05-19,user_087,61,4,8,8,Not at all,,4.3,Kind of,<2000,1–1.5L,None,5–8 hrs,Athletic/Activewear,"Dance music, Bollywood",Medium,Morning,No,No clue,None,
2025-05-20,user_087,61,3,1,4,Not at all,,1.2,Kind of,5000–8000,1–1.5L,1 cup,8+ hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-05-21,user_087,61,3,2,5,Full-on burnout,,4.2,No,<2000,<1L,2 cups,8+ hrs,"Casual (jeans, tee)","Rock, Other",Loud,Night,No,No clue,None,
2025-05-22,user_087,61,7,5,4,Mild tiredness,Feeling well today.,7.3,Yes,<2000,2.5L+,2 cups,2–5 hrs,"Comfy (PJs, oversized)",Other,Medium,Morning,No,No clue,None,
2025-05-23,user_087,61,10,6,4,Full-on burnout,,11.6,Yes,2000–5000,1–1.5L,None,8+ hrs,Formal (workwear),None,Low (background),Morning,No,No clue,None,
2025-05-24,user_087,61,4,6,6,Full-on burnout,,4.9,Kind of,<2000,2.5L+,2 cups,8+ hrs,Athletic/Activewear,Other,Loud,Morning,No,No clue,None,
2025-05-25,user_087,61,8,5,4,Drained,,8.6,Kind of,5000–8000,<1L,2 cups,5–8 hrs,"Casual (jeans, tee)",Carnatic,Loud,Night,No,No clue,None,
2025-05-26,user_087,61,7,10,7,Drained,Feeling well today.,9.7,Kind of,2000–5000,1.5–2.5L,2 cups,2–5 hrs,"Comfy (PJs, oversized)",Carnatic,Loud,Afternoon,No,No clue,None,
2025-05-27,user_087,61,6,6,7,Full-on burnout,,8.2,No,2000–5000,1–1.5L,1 cup,5–8 hrs,"Casual (jeans, tee)","K-pop / J-pop, Bollywood",Medium,Afternoon,No,No clue,None,Attended a social event
2025-05-28,user_087,61,2,8,1,Mild tiredness,Productive day at work.,9.2,Kind of,8000+,1–1.5L,2 cups,2–5 hrs,Formal (workwear),None,Loud,Night,No,No clue,None,Travelled for work
2025-05-29,user_087,61,1,3,3,Drained,,5.1,Yes,2000–5000,<1L,3+ cups,5–8 hrs,"Casual (jeans, tee)","Lofi, Happy Vibey pop",Low (background),Night,No,No clue,None,
2025-05-30,user_087,61,2,3,4,Mild tiredness,,9.6,Yes,5000–8000,1.5–2.5L,None,5–8 hrs,Athletic/Activewear,Lofi,Loud,Afternoon,No,No clue,None,
2025-05-31,user_087,61,1,9,6,Not at all,,4.2,Kind of,5000–8000,<1L,2 cups,<2 hrs,"Casual (jeans, tee)",None,Low (background),Night,No,No clue,None,
2025-06-01,user_087,61,6,9,7,Mild tiredness,Feeling well today.,7.1,Kind of,2000–5000,2.5L+,3+ cups,5–8 hrs,Athletic/Activewear,None,Medium,Night,No,No clue,None,
2025-06-02,user_087,61,6,1,10,Mild tiredness,,6.6,Kind of,2000–5000,1.5–2.5L,None,<2 hrs,Formal (workwear),None,Medium,Night,No,No clue,None,
2025-06-03,user_087,61,7,6,10,Not at all,A bit tired.,10.8,Yes,<2000,<1L,2 cups,<2 hrs,Formal (workwear),Rock,Loud,Night,No,No clue,None,
2025-06-04,user_087,61,10,6,6,Full-on burnout,,11.8,Yes,<2000,1–1.5L,None,2–5 hrs,Athletic/Activewear,None,Medium,Night,No,No clue,None,
2025-06-05,user_087,61,10,6,10,Full-on burnout,,10.1,No,<2000,2.5L+,None,5–8 hrs,"Comfy (PJs, oversized)","Dance music, Rock",Low (background),Afternoon,No,No clue,None,
2025-06-06,user_087,61,1,1,3,Not at all,,2.4,Yes,8000+,1.5–2.5L,None,2–5 hrs,Formal (workwear),"Sad Pop, Happy Vibey pop",Medium,Night,No,No clue,None,
2025-06-07,user_087,61,1,2,7,Mild tiredness,Productive day at work.,4.9,Yes,5000–8000,2.5L+,2 cups,5–8 hrs,Formal (workwear),None,Medium,Afternoon,No,No clue,None,
2025-06-08,user_087,61,5,4,1,Full-on burnout,,1.0,Yes,2000–5000,<1L,1 cup,8+ hrs,"Comfy (PJs, oversized)","K-pop / J-pop, Lofi",Low (background),Morning,No,No clue,None,
2025-06-09,user_087,61,8,3,8,Drained,,3.0,Yes,5000–8000,2.5L+,2 cups,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Morning,No,No clue,None,
2025-06-10,user_087,61,7,4,2,Not at all,,1.5,No,5000–8000,1–1.5L,3+ cups,5–8 hrs,Formal (workwear),"Rock, Western classical",Low (background),Afternoon,No,No clue,None,Attended a social event
2025-06-11,user_087,61,10,3,4,Not at all,,10.4,Yes,2000–5000,2.5L+,2 cups,2–5 hrs,Athletic/Activewear,None,Low (background),Morning,No,No clue,None,
2025-06-12,user_087,61,2,3,3,Drained,,7.3,Yes,<2000,1.5–2.5L,2 cups,<2 hrs,Formal (workwear),None,Medium,Afternoon,No,No clue,None,
2025-06-13,user_087,61,1,10,1,Mild tiredness,,6.8,Yes,8000+,2.5L+,None,8+ hrs,"Comfy (PJs, oversized)",None,Medium,Night,No,No clue,None,
2025-03-16,user_088,24,8,3,9,Mild tiredness,Relaxed evening.,2.1,Yes,5000–8000,1–1.5L,1 cup,8+ hrs,"Casual (jeans, tee)",Lofi,Low (background),Morning,No,No clue,None,
2025-03-17,user_088,24,8,9,6,Not at all,,0.7,No,5000–8000,1.5–2.5L,1 cup,<2 hrs,"Comfy (PJs, oversized)",None,Low (background),Night,No,No clue,None,Attended a social event
2025-03-18,user_088,24,2,10,3,Full-on burnout,Relaxed evening.,2.4,Kind of,<2000,2.5L+,2 cups,8+ hrs,Athletic/Activewear,None,Low (background),Morning,No,No clue,None,
2025-03-19,user_088,24,4,2,1,Full-on burnout,,1.2,Kind of,5000–8000,1–1.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)",None,Medium,Night,No,No clue,None,
2025-03-20,user_088,24,7,6,4,Not at all,,8.0,Yes,2000–5000,2.5L+,None,2–5 hrs,Athletic/Activewear,"Sad Pop, Lofi",Loud,Night,No,No clue,None,None
2025-03-21,user_088,24,2,9,3,Mild tiredness,,7.2,Kind of,8000+,2.5L+,2 cups,5–8 hrs,Athletic/Activewear,None,Loud,Afternoon,No,No clue,None,
2025-03-22,user_088,24,5,5,3,Mild tiredness,Productive day at work.,3.2,No,5000–8000,1.5–2.5L,1 cup,<2 hrs,Athletic/Activewear,"Lofi, K-pop / J-pop",Low (background),Night,No,No clue,None,
2025-03-23,user_088,24,9,7,8,Drained,,10.3,No,5000–8000,1–1.5L,None,<2 hrs,"Comfy (PJs, oversized)",Western classical,Loud,Night,No,No clue,None,
2025-03-24,user_088,24,8,2,2,Not at all,,9.9,Kind of,2000–5000,2.5L+,3+ cups,2–5 hrs,Athletic/Activewear,None,Loud,Night,No,No clue,None,
2025-03-25,user_088,24,4,5,4,Not at all,,4.1,No,8000+,<1L,None,2–5 hrs,Formal (workwear),K-pop / J-pop,Loud,Afternoon,No,No clue,None,
2025-03-26,user_088,24,9,1,7,Full-on burnout,,4.9,No,8000+,<1L,1 cup,<2 hrs,Formal (workwear),Bollywood,Medium,Afternoon,No,No clue,None,
2025-03-27,user_088,24,2,10,3,Full-on burnout,,8.1,No,5000–8000,1.5–2.5L,1 cup,8+ hrs,Athletic/Activewear,"Bollywood, Lofi",Loud,Night,No,No clue,None,
2025-03-28,user_088,24,1,7,9,Drained,,6.0,No,5000–8000,2.5L+,2 cups,8+ hrs,Athletic/Activewear,Dance music,Medium,Night,No,No clue,None,
2025-03-29,user_088,24,1,5,4,Not at all,Relaxed evening.,9.0,Kind of,8000+,<1L,2 cups,<2 hrs,Athletic/Activewear,"Dance music, Bollywood",Loud,Afternoon,No,No clue,None,
2025-03-30,user_088,24,6,2,4,Full-on burnout,A bit tired.,8.9,Yes,5000–8000,1.5–2.5L,None,8+ hrs,"Casual (jeans, tee)",None,Medium,Afternoon,No,No clue,None,
2025-03-31,user_088,24,5,7,8,Full-on burnout,Productive day at work.,10.0,Kind of,2000–5000,1.5–2.5L,3+ cups,<2 hrs,"Casual (jeans, tee)",Lofi,Loud,Morning,No,No clue,None,
2025-04-01,user_088,24,8,3,5,Not at all,,7.1,No,8000+,1–1.5L,None,8+ hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-04-02,user_088,24,5,8,4,Drained,Feeling well today.,10.4,No,<2000,1.5–2.5L,None,5–8 hrs,"Comfy (PJs, oversized)",Bollywood,Loud,Morning,No,No clue,None,
2025-04-03,user_088,24,9,10,10,Drained,Productive day at work.,5.2,Kind of,5000–8000,<1L,3+ cups,8+ hrs,Formal (workwear),Dance music,Medium,Morning,No,No clue,None,
2025-04-04,user_088,24,9,9,8,Mild tiredness,,10.6,No,8000+,1.5–2.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-04-05,user_088,24,1,1,8,Mild tiredness,,8.8,No,5000–8000,1.5–2.5L,3+ cups,8+ hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,
2025-04-06,user_088,24,6,1,1,Not at all,,5.2,No,2000–5000,2.5L+,3+ cups,<2 hrs,Formal (workwear),"Sad Pop, EDM",Loud,Morning,No,No clue,None,
2025-04-07,user_088,24,8,5,7,Not at all,,2.1,Kind of,8000+,1.5–2.5L,1 cup,2–5 hrs,Athletic/Activewear,EDM,Low (background),Afternoon,No,No clue,None,
2025-04-08,user_088,24,5,3,10,Mild tiredness,,3.2,Kind of,2000–5000,1.5–2.5L,None,<2 hrs,Athletic/Activewear,"Other, Carnatic",Medium,Afternoon,No,No clue,None,
